Location,Household Type,TimeFrame,DataFormat,Data,Fips
Pelham Parkway,Families without Children,2019,Dollars,86171.65815,211
Crown Heights North,All Households,2019,Dollars,86157.76715,308
Brooklyn,Families,2019,Dollars,86149.66406,36047
Riverdale,Families without Children,2019,Dollars,86140.40341,208
Williamsburg/Greenpoint,Families with Children,2019,Dollars,86039.69366,301
Queens,All Households,2019,Dollars,85309.25859,36081
Bedford Stuyvesant,Families without Children,2019,Dollars,84578.82354,303
Ridgewood/Glendale,All Households,2019,Dollars,84250.06988,405
East Flatbush,Families,2019,Dollars,84182.93005,317
Fresh Meadows/Briarwood,All Households,2019,Dollars,83538.15615,408
Crown Heights South,Families,2019,Dollars,83326.31841,309
Throgs Neck,Families without Children,2019,Dollars,82461.60369,210
Riverdale,Families,2019,Dollars,82231.24461,208
Throgs Neck,Families,2019,Dollars,81873.55138,210
Jackson Heights,Families without Children,2019,Dollars,81706.85937,403
Sunset Park,Families,2019,Dollars,80809.73233,307
The Rockaways,Families without Children,2019,Dollars,80747.22282,414
New York City,All Households,2019,Dollars,80344.38384,3651000
Jamaica/St. Albans,Families with Children,2019,Dollars,80131.38852,412
New York City,Families with Children,2019,Dollars,79905.65977,3651000
Central Harlem,Families without Children,2019,Dollars,79902.18702,110
Flatbush/Midwood,Families with Children,2019,Dollars,79770.22252,314
Williamsbridge,Families,2019,Dollars,79704.24028,212
Manhattanville,All Households,2019,Dollars,79143.96996,109
Elmhurst/Corona,Families,2019,Dollars,78583.69964,404
Sunset Park,All Households,2019,Dollars,78566.3359,307
Riverdale,Families with Children,2019,Dollars,78317.45549,208
Pelham Parkway,Families,2019,Dollars,78294.30382,211
East Flatbush,Families with Children,2019,Dollars,78062.78717,317
Bensonhurst,Families without Children,2019,Dollars,77913.45891,311
Jackson Heights,All Households,2019,Dollars,77790.75509,403
Elmhurst/Corona,All Households,2019,Dollars,77723.61526,404
Brooklyn,All Households,2019,Dollars,77485.15309,36047
Brooklyn,Families with Children,2019,Dollars,77483.99551,36047
Jackson Heights,Families,2019,Dollars,77316.14593,403
Crown Heights South,All Households,2019,Dollars,77211.96344,309
Bushwick,Families without Children,2019,Dollars,76724.62087,304
Bushwick,All Households,2019,Dollars,76718.83295,304
Jamaica/St. Albans,All Households,2019,Dollars,76104.15623,412
Flatbush/Midwood,All Households,2019,Dollars,75936.30665,314
Bensonhurst,Families,2019,Dollars,74959.30634,311
Flushing,Families without Children,2019,Dollars,74305.27178,407
Flushing,Families,2019,Dollars,73503.06655,407
Washington Heights,Families without Children,2019,Dollars,73134.95507,112
The Rockaways,Families,2019,Dollars,72067.66327,414
Borough Park,Families without Children,2019,Dollars,71936.85635,312
Bedford Stuyvesant,Families,2019,Dollars,71828.04353,303
Flushing,Families with Children,2019,Dollars,71782.89778,407
Bushwick,Families,2019,Dollars,71368.48296,304
Central Harlem,Families,2019,Dollars,71314.07654,110
Throgs Neck,Families with Children,2019,Dollars,71095.2933,210
Riverdale,All Households,2019,Dollars,70899.66173,208
Bronx,Families without Children,2019,Dollars,70899.66173,36005
Bedford Stuyvesant,All Households,2019,Dollars,70827.89156,303
Throgs Neck,All Households,2019,Dollars,70646.15098,210
East Flatbush,All Households,2019,Dollars,70491.03483,317
Crown Heights South,Families with Children,2019,Dollars,70251.41508,309
Williamsbridge,All Households,2019,Dollars,69718.92676,212
The Rockaways,Families with Children,2019,Dollars,69504.77385,414
Washington Heights,Families,2019,Dollars,68895.88504,112
Bensonhurst,Families with Children,2019,Dollars,68607.6468,311
Sunset Park,Families with Children,2019,Dollars,67592.44625,307
East New York,Families without Children,2019,Dollars,67553.08841,305
Pelham Parkway,All Households,2019,Dollars,67375.97817,211
Elmhurst/Corona,Families with Children,2019,Dollars,67350.51134,404
Unionport/Soundview,Families without Children,2019,Dollars,67047.22451,209
Borough Park,Families,2019,Dollars,67028.70318,312
Bensonhurst,All Households,2019,Dollars,66143.15196,311
Bedford Park,Families without Children,2019,Dollars,65125.63624,207
Bushwick,Families with Children,2019,Dollars,64973.99283,304
Williamsbridge,Families with Children,2019,Dollars,64074.55061,212
Borough Park,All Households,2019,Dollars,63749.2697,312
The Rockaways,All Households,2019,Dollars,63706.43912,414
Flushing,All Households,2019,Dollars,63589.52321,407
Central Harlem,All Households,2019,Dollars,63588.36563,110
Washington Heights,All Households,2019,Dollars,61938.80943,112
Pelham Parkway,Families with Children,2019,Dollars,61608.89819,211
Coney Island,Families without Children,2019,Dollars,60762.7048,313
Unionport/Soundview,Families,2019,Dollars,60631.89789,209
Coney Island,Families,2019,Dollars,60194.3314,313
Jackson Heights,Families with Children,2019,Dollars,60036.90008,403
Washington Heights,Families with Children,2019,Dollars,60007.96049,112
Central Harlem,Families with Children,2019,Dollars,59730.1405,110
Borough Park,Families with Children,2019,Dollars,59716.2495,312
East New York,Families,2019,Dollars,59353.92593,305
Coney Island,Families with Children,2019,Dollars,58868.89852,313
Bronx,Families,2019,Dollars,58845.74686,36005
East Harlem,Families without Children,2019,Dollars,58463.74437,111
Brownsville,Families without Children,2019,Dollars,57392.97982,316
Concourse/Highbridge,Families without Children,2019,Dollars,56857.01876,204
Bedford Park,Families,2019,Dollars,55313.96022,207
East New York,Families with Children,2019,Dollars,53695.65878,305
University Heights,Families without Children,2019,Dollars,53608.84003,205
East New York,All Households,2019,Dollars,53238.41337,305
Bedford Stuyvesant,Families with Children,2019,Dollars,52996.47846,303
Lower East Side,Families without Children,2019,Dollars,52303.08608,103
Unionport/Soundview,All Households,2019,Dollars,50904.72545,209
Mott Haven,Families without Children,2019,Dollars,50563.23838,201
Hunts Point,Families without Children,2019,Dollars,50563.23838,202
Morrisania,Families without Children,2019,Dollars,49089.63485,203
East Tremont,Families without Children,2019,Dollars,49089.63485,206
Lower East Side,Families,2019,Dollars,49081.53176,103
University Heights,Families,2019,Dollars,48550.20102,205
Unionport/Soundview,Families with Children,2019,Dollars,48348.78153,209
Concourse/Highbridge,Families,2019,Dollars,48256.17487,204
Bronx,All Households,2019,Dollars,47960.99113,36005
Bedford Park,All Households,2019,Dollars,47849.86313,207
Lower East Side,All Households,2019,Dollars,47810.5053,103
Bronx,Families with Children,2019,Dollars,47610.24338,36005
Bedford Park,Families with Children,2019,Dollars,47302.32623,207
Coney Island,All Households,2019,Dollars,47126.37357,313
Brownsville,Families,2019,Dollars,46972.415,316
East Harlem,Families,2019,Dollars,46435.29634,111
Lower East Side,Families with Children,2019,Dollars,44578.53273,103
University Heights,Families with Children,2019,Dollars,44095.82051,205
Concourse/Highbridge,Families with Children,2019,Dollars,42731.0298,204
Morrisania,Families,2019,Dollars,40856.90244,203
East Tremont,Families,2019,Dollars,40856.90244,206
Mott Haven,Families,2019,Dollars,40742.30169,201
Hunts Point,Families,2019,Dollars,40742.30169,202
East Harlem,Families with Children,2019,Dollars,39637.96723,111
Concourse/Highbridge,All Households,2019,Dollars,37689.75454,204
East Harlem,All Households,2019,Dollars,37514.95946,111
University Heights,All Households,2019,Dollars,37071.60506,205
Brownsville,All Households,2019,Dollars,36284.44842,316
Brownsville,Families with Children,2019,Dollars,33089.51852,316
Morrisania,Families with Children,2019,Dollars,31799.97073,203
East Tremont,Families with Children,2019,Dollars,31799.97073,206
Mott Haven,All Households,2019,Dollars,29025.24357,201
Hunts Point,All Households,2019,Dollars,29025.24357,202
Morrisania,All Households,2019,Dollars,27324.75371,203
East Tremont,All Households,2019,Dollars,27324.75371,206
Mott Haven,Families with Children,2019,Dollars,25972.69642,201
Hunts Point,Families with Children,2019,Dollars,25972.69642,202
Battery Park/Tribeca,Families,2018,Dollars,294180.41156,101
Greenwich Village,Families,2018,Dollars,294180.41156,102
Battery Park/Tribeca,Families with Children,2018,Dollars,294180.41156,101
Greenwich Village,Families with Children,2018,Dollars,294180.41156,102
Upper West Side,Families with Children,2018,Dollars,294180.41156,107
Upper East Side,Families with Children,2018,Dollars,294180.41156,108
Murray Hill/Stuyvesant,Families without Children,2018,Dollars,288803.99186,106
Murray Hill/Stuyvesant,Families,2018,Dollars,288801.63843,106
Upper West Side,Families,2018,Dollars,266869.98811,107
Murray Hill/Stuyvesant,Families with Children,2018,Dollars,264743.6606,106
Upper East Side,Families,2018,Dollars,251123.16203,108
Upper West Side,Families without Children,2018,Dollars,248175.48609,107
Battery Park/Tribeca,Families without Children,2018,Dollars,232952.29905,101
Greenwich Village,Families without Children,2018,Dollars,232952.29905,102
Chelsea/Clinton,Families with Children,2018,Dollars,226009.66911,104
Midtown Business District,Families with Children,2018,Dollars,226009.66911,105
Park Slope,Families with Children,2018,Dollars,211077.13114,306
Chelsea/Clinton,Families,2018,Dollars,205364.1704,104
Midtown Business District,Families,2018,Dollars,205364.1704,105
Upper East Side,Families without Children,2018,Dollars,204512.22734,108
Chelsea/Clinton,Families without Children,2018,Dollars,202187.03467,104
Midtown Business District,Families without Children,2018,Dollars,202187.03467,105
Fort Greene/Brooklyn Hts,Families with Children,2018,Dollars,192621.50267,302
Park Slope,Families,2018,Dollars,187583.97745,306
Battery Park/Tribeca,All Households,2018,Dollars,174332.968,101
Greenwich Village,All Households,2018,Dollars,174332.968,102
Park Slope,Families without Children,2018,Dollars,164486.20065,306
Fort Greene/Brooklyn Hts,Families,2018,Dollars,162888.21904,302
Murray Hill/Stuyvesant,All Households,2018,Dollars,158736.76168,106
Rego Park/Forest Hills,Families with Children,2018,Dollars,150076.12501,406
Park Slope,All Households,2018,Dollars,144319.62574,306
Upper West Side,All Households,2018,Dollars,143350.01098,107
Upper East Side,All Households,2018,Dollars,143204.09808,108
Fort Greene/Brooklyn Hts,Families without Children,2018,Dollars,141298.99337,302
Manhattan,Families with Children,2018,Dollars,134785.8651,36061
Tottenville,Families with Children,2018,Dollars,129454.16065,503
Fort Greene/Brooklyn Hts,All Households,2018,Dollars,127604.36162,302
St. George,Families without Children,2018,Dollars,126918.33565,501
Manhattan,Families,2018,Dollars,126488.83396,36061
Tottenville,Families,2018,Dollars,126334.68404,503
South Beach,Families without Children,2018,Dollars,126262.90431,502
Staten Island,Families without Children,2018,Dollars,125037.94197,36085
Queens Village,Families without Children,2018,Dollars,123654.12285,413
Bayside,Families with Children,2018,Dollars,122698.6287,411
South Beach,Families,2018,Dollars,122532.71161,502
Manhattan,Families without Children,2018,Dollars,122166.75264,36061
Tottenville,Families without Children,2018,Dollars,121984.36152,503
Queens Village,Families,2018,Dollars,120951.20405,413
Staten Island,Families,2018,Dollars,120538.1764,36085
Bayside,Families,2018,Dollars,120152.21324,411
South Beach,Families with Children,2018,Dollars,119959.23166,502
Chelsea/Clinton,All Households,2018,Dollars,118942.54823,104
Midtown Business District,All Households,2018,Dollars,118942.54823,105
Staten Island,Families with Children,2018,Dollars,118821.34639,36085
St. George,Families,2018,Dollars,117907.03733,501
Bayside,Families without Children,2018,Dollars,117526.95775,411
Rego Park/Forest Hills,Families,2018,Dollars,115270.01467,406
Queens Village,Families with Children,2018,Dollars,114611.05317,413
Bay Ridge,Families with Children,2018,Dollars,114415.71816,310
Howard Beach,Families without Children,2018,Dollars,111258.58661,410
Bay Ridge,Families,2018,Dollars,108681.57652,310
Rego Park/Forest Hills,Families without Children,2018,Dollars,108460.35373,406
Queens Village,All Households,2018,Dollars,107561.342,413
Canarsie,Families without Children,2018,Dollars,106484.64599,318
South Beach,All Households,2018,Dollars,106354.03041,502
Howard Beach,Families,2018,Dollars,105644.4701,410
St. George,Families with Children,2018,Dollars,102576.76904,501
Tottenville,All Households,2018,Dollars,102239.05127,503
Canarsie,Families,2018,Dollars,101868.38544,318
Bayside,All Households,2018,Dollars,101595.38711,411
Bay Ridge,Families without Children,2018,Dollars,100138.61153,310
Manhattan,All Households,2018,Dollars,100098.60316,36061
Ridgewood/Glendale,Families with Children,2018,Dollars,97806.35856,405
Canarsie,Families with Children,2018,Dollars,97686.33343,318
Ridgewood/Glendale,Families,2018,Dollars,97036.78569,405
Ridgewood/Glendale,Families without Children,2018,Dollars,96853.21784,405
Staten Island,All Households,2018,Dollars,96686.12403,36085
Sunnyside/Woodside,Families without Children,2018,Dollars,96224.851,402
Rego Park/Forest Hills,All Households,2018,Dollars,95870.6592,406
Williamsburg/Greenpoint,All Households,2018,Dollars,94911.6349,301
Sheepshead Bay,Families with Children,2018,Dollars,94263.26386,315
Williamsburg/Greenpoint,Families without Children,2018,Dollars,93536.05279,301
East Flatbush,Families without Children,2018,Dollars,93180.68428,317
Riverdale,Families without Children,2018,Dollars,92999.46987,208
Queens,Families without Children,2018,Dollars,92975.93553,36081
Sheepshead Bay,Families,2018,Dollars,92003.96733,315
Sheepshead Bay,Families without Children,2018,Dollars,91968.66583,315
Astoria,Families without Children,2018,Dollars,91739.20602,401
Fresh Meadows/Briarwood,Families without Children,2018,Dollars,91059.06363,408
Howard Beach,Families with Children,2018,Dollars,90821.36681,410
New York City,Families without Children,2018,Dollars,90773.12142,3651000
Jamaica/St. Albans,Families without Children,2018,Dollars,90682.51421,412
Woodhaven,Families without Children,2018,Dollars,90360.09378,409
Ridgewood/Glendale,All Households,2018,Dollars,90287.13732,405
Crown Heights North,Families without Children,2018,Dollars,90275.37015,308
Astoria,Families,2018,Dollars,89925.88522,401
Fresh Meadows/Briarwood,Families,2018,Dollars,89601.11134,408
Pelham Parkway,Families without Children,2018,Dollars,89472.8492,211
Queens,Families,2018,Dollars,89191.61385,36081
Brooklyn,Families without Children,2018,Dollars,89101.00664,36047
Howard Beach,All Households,2018,Dollars,88948.03344,410
The Rockaways,Families without Children,2018,Dollars,88232.58955,414
Flatbush/Midwood,Families without Children,2018,Dollars,88078.43963,314
Crown Heights North,Families,2018,Dollars,88070.20261,308
Woodhaven,Families,2018,Dollars,87770.13979,409
The Rockaways,Families,2018,Dollars,87574.80477,414
Flatbush/Midwood,Families,2018,Dollars,87110.00159,314
Sunnyside/Woodside,Families,2018,Dollars,87081.76038,402
The Rockaways,Families with Children,2018,Dollars,86868.77462,414
Throgs Neck,Families without Children,2018,Dollars,86547.53089,210
St. George,All Households,2018,Dollars,86074.49068,501
Bensonhurst,Families without Children,2018,Dollars,85949.75869,311
Canarsie,All Households,2018,Dollars,85901.51329,318
Bay Ridge,All Households,2018,Dollars,85196.65985,310
Jamaica/St. Albans,Families,2018,Dollars,85176.65566,412
Sunset Park,Families without Children,2018,Dollars,85090.75532,307
New York City,Families,2018,Dollars,85038.97977,3651000
Woodhaven,All Households,2018,Dollars,84483.56938,409
Crown Heights South,Families without Children,2018,Dollars,84469.44877,309
Woodhaven,Families with Children,2018,Dollars,84138.79132,409
East Flatbush,Families,2018,Dollars,83988.17154,317
Crown Heights South,Families,2018,Dollars,83792.83654,309
Sunnyside/Woodside,All Households,2018,Dollars,83618.68243,402
Brooklyn,Families,2018,Dollars,83610.44541,36047
Williamsburg/Greenpoint,Families,2018,Dollars,83275.08108,301
Flatbush/Midwood,Families with Children,2018,Dollars,83198.59448,314
Queens,Families with Children,2018,Dollars,83017.38007,36081
Fresh Meadows/Briarwood,All Households,2018,Dollars,82743.20503,408
Jackson Heights,Families without Children,2018,Dollars,82712.61039,403
Crown Heights North,Families with Children,2018,Dollars,82573.75778,308
Bedford Stuyvesant,Families without Children,2018,Dollars,82216.03583,303
Queens,All Households,2018,Dollars,81570.01824,36081
Riverdale,Families,2018,Dollars,81478.23432,208
Fresh Meadows/Briarwood,Families with Children,2018,Dollars,81374.68322,408
Pelham Parkway,Families,2018,Dollars,81184.05508,211
Throgs Neck,Families,2018,Dollars,80254.4487,210
Borough Park,Families without Children,2018,Dollars,79760.22759,312
Astoria,All Households,2018,Dollars,79362.49726,401
Manhattanville,Families without Children,2018,Dollars,79242.47212,109
Astoria,Families with Children,2018,Dollars,79162.45537,401
Sunnyside/Woodside,Families with Children,2018,Dollars,79008.30545,402
Jamaica/St. Albans,Families with Children,2018,Dollars,77771.57596,412
East New York,Families without Children,2018,Dollars,77424.44446,305
Manhattanville,Families,2018,Dollars,77206.75182,109
Crown Heights North,All Households,2018,Dollars,77089.08013,308
Bensonhurst,Families,2018,Dollars,76944.34395,311
Manhattanville,Families with Children,2018,Dollars,76511.31212,109
New York City,Families with Children,2018,Dollars,76272.43857,3651000
Jamaica/St. Albans,All Households,2018,Dollars,75581.70573,412
Williamsbridge,Families without Children,2018,Dollars,75286.34978,212
New York City,All Households,2018,Dollars,75073.36402,3651000
Williamsbridge,Families,2018,Dollars,74394.39834,212
Sunset Park,All Households,2018,Dollars,73495.3866,307
Crown Heights South,All Households,2018,Dollars,73361.24087,309
Flatbush/Midwood,All Households,2018,Dollars,73120.0139,314
Sunset Park,Families,2018,Dollars,73005.87235,307
Elmhurst/Corona,Families without Children,2018,Dollars,72829.36481,404
Brooklyn,Families with Children,2018,Dollars,72746.99462,36047
Sheepshead Bay,All Households,2018,Dollars,72608.14203,315
Throgs Neck,Families with Children,2018,Dollars,72511.65123,210
Williamsbridge,Families with Children,2018,Dollars,72395.15626,212
Jackson Heights,All Households,2018,Dollars,72042.14118,403
Brooklyn,All Households,2018,Dollars,72038.61103,36047
The Rockaways,All Households,2018,Dollars,71367.88237,414
Flushing,Families with Children,2018,Dollars,71283.15875,407
Bedford Stuyvesant,Families,2018,Dollars,71117.24166,303
East Flatbush,Families with Children,2018,Dollars,71020.75088,317
Manhattanville,All Households,2018,Dollars,70627.72741,109
Jackson Heights,Families,2018,Dollars,70299.42339,403
Central Harlem,Families with Children,2018,Dollars,69486.31198,110
Flushing,Families,2018,Dollars,68783.81197,407
East Flatbush,All Households,2018,Dollars,68350.78014,317
Washington Heights,Families without Children,2018,Dollars,68226.04814,112
Bensonhurst,Families with Children,2018,Dollars,67902.45098,311
Washington Heights,Families,2018,Dollars,67482.36303,112
Sunset Park,Families with Children,2018,Dollars,66985.78849,307
Flushing,Families without Children,2018,Dollars,66629.24326,407
Washington Heights,Families with Children,2018,Dollars,66577.46771,112
Brownsville,Families without Children,2018,Dollars,66376.24912,316
Pelham Parkway,Families with Children,2018,Dollars,65285.43251,211
Central Harlem,Families,2018,Dollars,65260.72145,110
Borough Park,Families,2018,Dollars,65224.24323,312
Williamsburg/Greenpoint,Families with Children,2018,Dollars,64750.02631,301
Bedford Stuyvesant,All Households,2018,Dollars,64714.7248,303
Coney Island,Families without Children,2018,Dollars,64675.89314,313
Throgs Neck,All Households,2018,Dollars,64667.65612,210
Bronx,Families without Children,2018,Dollars,64486.4417,36005
Riverdale,All Households,2018,Dollars,64273.45594,208
Bensonhurst,All Households,2018,Dollars,64081.65108,311
Pelham Parkway,All Households,2018,Dollars,64040.46599,211
East New York,Families,2018,Dollars,63867.4886,305
Unionport/Soundview,Families without Children,2018,Dollars,63546.24488,209
Washington Heights,All Households,2018,Dollars,63536.83114,112
Crown Heights South,Families with Children,2018,Dollars,63470.93499,309
Riverdale,Families with Children,2018,Dollars,63357.97016,208
Elmhurst/Corona,All Households,2018,Dollars,62797.8529,404
Bushwick,All Households,2018,Dollars,62790.7926,304
Flushing,All Households,2018,Dollars,62560.15608,407
Elmhurst/Corona,Families,2018,Dollars,62481.31604,404
Bushwick,Families without Children,2018,Dollars,61960.03045,304
Williamsbridge,All Households,2018,Dollars,60322.04046,212
Coney Island,Families,2018,Dollars,60310.2733,313
Jackson Heights,Families with Children,2018,Dollars,59648.95838,403
Borough Park,All Households,2018,Dollars,59484.218,312
Concourse/Highbridge,Families without Children,2018,Dollars,57725.02617,204
Unionport/Soundview,Families,2018,Dollars,57708.55214,209
Lower East Side,All Households,2018,Dollars,56924.85866,103
Brownsville,Families,2018,Dollars,56308.25899,316
Central Harlem,All Households,2018,Dollars,56138.81174,110
Borough Park,Families with Children,2018,Dollars,56011.72632,312
Central Harlem,Families without Children,2018,Dollars,55219.79581,110
Bushwick,Families,2018,Dollars,55195.08476,304
Bronx,Families,2018,Dollars,55088.00351,36005
East New York,Families with Children,2018,Dollars,54662.03198,305
Bedford Stuyvesant,Families with Children,2018,Dollars,53345.28573,303
Elmhurst/Corona,Families with Children,2018,Dollars,53334.69528,404
University Heights,Families without Children,2018,Dollars,53201.72627,205
Coney Island,Families with Children,2018,Dollars,51786.13579,313
Bedford Park,Families without Children,2018,Dollars,51727.29993,207
Unionport/Soundview,Families with Children,2018,Dollars,51383.69859,209
Unionport/Soundview,All Households,2018,Dollars,51156.59222,209
East Harlem,Families without Children,2018,Dollars,48922.00675,111
East New York,All Households,2018,Dollars,48683.13321,305
Concourse/Highbridge,Families,2018,Dollars,47708.81159,204
Morrisania,Families without Children,2018,Dollars,47372.27054,203
East Tremont,Families without Children,2018,Dollars,47372.27054,206
Lower East Side,Families with Children,2018,Dollars,46928.64826,103
Coney Island,All Households,2018,Dollars,46796.85597,313
East Harlem,Families,2018,Dollars,46579.16333,111
Bedford Park,Families,2018,Dollars,45756.63819,207
Bronx,Families with Children,2018,Dollars,45648.38022,36005
Lower East Side,Families,2018,Dollars,45305.9556,103
Bronx,All Households,2018,Dollars,45264.77051,36005
Lower East Side,Families without Children,2018,Dollars,45123.56447,103
Mott Haven,Families without Children,2018,Dollars,44830.56196,201
Hunts Point,Families without Children,2018,Dollars,44830.56196,202
East Harlem,Families with Children,2018,Dollars,43760.92626,111
Bushwick,Families with Children,2018,Dollars,41739.32655,304
University Heights,Families,2018,Dollars,41162.73526,205
Bedford Park,All Households,2018,Dollars,40419.05015,207
Bedford Park,Families with Children,2018,Dollars,40406.10626,207
Brownsville,Families with Children,2018,Dollars,39751.85164,316
Mott Haven,Families,2018,Dollars,39362.35834,201
Hunts Point,Families,2018,Dollars,39362.35834,202
Concourse/Highbridge,All Households,2018,Dollars,39279.98816,204
Concourse/Highbridge,Families with Children,2018,Dollars,38728.10791,204
East Harlem,All Households,2018,Dollars,38308.01996,111
Morrisania,Families,2018,Dollars,38299.78294,203
East Tremont,Families,2018,Dollars,38299.78294,206
Brownsville,All Households,2018,Dollars,38182.11125,316
University Heights,All Households,2018,Dollars,35848.68156,205
Mott Haven,Families with Children,2018,Dollars,35414.473,201
Hunts Point,Families with Children,2018,Dollars,35414.473,202
Morrisania,All Households,2018,Dollars,31147.69738,203
East Tremont,All Households,2018,Dollars,31147.69738,206
Morrisania,Families with Children,2018,Dollars,30697.0148,203
East Tremont,Families with Children,2018,Dollars,30697.0148,206
Mott Haven,All Households,2018,Dollars,30275.75013,201
Hunts Point,All Households,2018,Dollars,30275.75013,202
University Heights,Families with Children,2018,Dollars,28926.0558,205
Murray Hill/Stuyvesant,Families with Children,2017,Dollars,299789.58737,106
Upper West Side,Families with Children,2017,Dollars,294525.28222,107
Battery Park/Tribeca,Families with Children,2017,Dollars,281308.15889,101
Greenwich Village,Families with Children,2017,Dollars,281308.15889,102
Upper East Side,Families without Children,2017,Dollars,268899.26828,108
Upper East Side,Families,2017,Dollars,250655.27316,108
Upper East Side,Families with Children,2017,Dollars,243427.94578,108
Park Slope,Families with Children,2017,Dollars,232021.55157,306
Murray Hill/Stuyvesant,Families,2017,Dollars,228561.97972,106
Battery Park/Tribeca,Families,2017,Dollars,224643.13024,101
Greenwich Village,Families,2017,Dollars,224643.13024,102
Upper West Side,Families,2017,Dollars,221249.51211,107
Battery Park/Tribeca,Families without Children,2017,Dollars,205789.96267,101
Greenwich Village,Families without Children,2017,Dollars,205789.96267,102
Chelsea/Clinton,Families with Children,2017,Dollars,205312.69765,104
Midtown Business District,Families with Children,2017,Dollars,205312.69765,105
Murray Hill/Stuyvesant,Families without Children,2017,Dollars,204281.42147,106
Upper West Side,Families without Children,2017,Dollars,199417.6352,107
Park Slope,Families,2017,Dollars,196654.77436,306
Chelsea/Clinton,Families,2017,Dollars,178705.77219,104
Midtown Business District,Families,2017,Dollars,178705.77219,105
Fort Greene/Brooklyn Hts,Families with Children,2017,Dollars,177657.70779,302
Park Slope,Families without Children,2017,Dollars,175646.71924,306
Battery Park/Tribeca,All Households,2017,Dollars,173731.66335,101
Greenwich Village,All Households,2017,Dollars,173731.66335,102
Chelsea/Clinton,Families without Children,2017,Dollars,170509.52487,104
Midtown Business District,Families without Children,2017,Dollars,170509.52487,105
Park Slope,All Households,2017,Dollars,161651.34214,306
Upper East Side,All Households,2017,Dollars,157507.05089,108
Fort Greene/Brooklyn Hts,Families,2017,Dollars,149247.24818,302
Upper West Side,All Households,2017,Dollars,148568.52455,107
Tottenville,Families with Children,2017,Dollars,146029.90632,503
Tottenville,Families,2017,Dollars,136598.52591,503
Fort Greene/Brooklyn Hts,Families without Children,2017,Dollars,135184.71821,302
Murray Hill/Stuyvesant,All Households,2017,Dollars,134765.01279,106
Tottenville,Families without Children,2017,Dollars,129073.80727,503
Manhattan,Families with Children,2017,Dollars,124080.5119,36061
Chelsea/Clinton,All Households,2017,Dollars,122291.36764,104
Midtown Business District,All Households,2017,Dollars,122291.36764,105
South Beach,Families without Children,2017,Dollars,121996.37468,502
Manhattan,Families,2017,Dollars,121266.08724,36061
Rego Park/Forest Hills,Families without Children,2017,Dollars,119768.33847,406
Bay Ridge,Families without Children,2017,Dollars,119605.25294,310
Manhattan,Families without Children,2017,Dollars,119440.96824,36061
Queens Village,Families without Children,2017,Dollars,118791.02441,413
Rego Park/Forest Hills,Families,2017,Dollars,118223.82252,406
Staten Island,Families without Children,2017,Dollars,116880.76516,36085
Tottenville,All Households,2017,Dollars,116073.73159,503
Rego Park/Forest Hills,Families with Children,2017,Dollars,115489.74148,406
Queens Village,Families,2017,Dollars,114512.42742,413
Staten Island,Families,2017,Dollars,114393.71075,36085
South Beach,Families,2017,Dollars,113758.15682,502
Bayside,Families without Children,2017,Dollars,113637.04182,411
Fort Greene/Brooklyn Hts,All Households,2017,Dollars,110996.49514,302
Staten Island,Families with Children,2017,Dollars,108954.32847,36085
Bayside,Families,2017,Dollars,108945.93437,411
Howard Beach,Families without Children,2017,Dollars,103333.87329,410
Queens Village,All Households,2017,Dollars,102956.13841,413
Queens Village,Families with Children,2017,Dollars,102934.55356,413
Manhattan,All Households,2017,Dollars,102013.59995,36061
Canarsie,Families with Children,2017,Dollars,102012.40079,318
Canarsie,Families,2017,Dollars,101784.56071,318
Canarsie,Families without Children,2017,Dollars,101623.87348,318
Jamaica/St. Albans,Families without Children,2017,Dollars,101398.43172,412
Throgs Neck,Families without Children,2017,Dollars,100574.60993,210
Bay Ridge,Families,2017,Dollars,99598.49503,310
South Beach,Families with Children,2017,Dollars,99403.03222,502
St. George,Families without Children,2017,Dollars,98815.44463,501
Sheepshead Bay,Families without Children,2017,Dollars,97802.15583,315
South Beach,All Households,2017,Dollars,97715.81643,502
Woodhaven,Families without Children,2017,Dollars,97105.44483,409
Riverdale,Families without Children,2017,Dollars,96948.35508,208
Bayside,Families with Children,2017,Dollars,96863.21484,411
Sheepshead Bay,Families,2017,Dollars,96341.58095,315
Fresh Meadows/Briarwood,Families without Children,2017,Dollars,96100.55013,408
Howard Beach,Families,2017,Dollars,95897.89237,410
Staten Island,All Households,2017,Dollars,94974.54043,36085
Crown Heights North,Families without Children,2017,Dollars,94636.37778,308
Ridgewood/Glendale,Families with Children,2017,Dollars,94621.98788,405
Queens,Families without Children,2017,Dollars,94111.14642,36081
Williamsbridge,Families without Children,2017,Dollars,93976.84068,212
St. George,Families,2017,Dollars,93220.17177,501
Astoria,Families without Children,2017,Dollars,92471.89696,401
Woodhaven,Families,2017,Dollars,92439.51969,409
Ridgewood/Glendale,Families,2017,Dollars,92354.37944,405
Sheepshead Bay,Families with Children,2017,Dollars,92134.93346,315
Canarsie,All Households,2017,Dollars,91911.89001,318
Williamsburg/Greenpoint,All Households,2017,Dollars,91865.12284,301
New York City,Families without Children,2017,Dollars,91118.04718,3651000
Ridgewood/Glendale,Families without Children,2017,Dollars,91035.30526,405
Rego Park/Forest Hills,All Households,2017,Dollars,90472.9,406
Williamsburg/Greenpoint,Families without Children,2017,Dollars,89656.27316,301
