Location,Household Type,TimeFrame,DataFormat,Data,Fips
Bay Ridge,Families with Children,2013,Dollars,76077.29785,310
Riverdale,All Households,2013,Dollars,75993.29825,208
Woodhaven,Families with Children,2013,Dollars,75355.15214,409
Brooklyn,Families without Children,2013,Dollars,75337.59999,36047
Bensonhurst,Families without Children,2013,Dollars,75248.5855,311
The Rockaways,Families without Children,2013,Dollars,74653.06604,414
St. George,Families with Children,2013,Dollars,74246.85908,501
Bay Ridge,All Households,2013,Dollars,73494.62397,310
Ridgewood/Glendale,All Households,2013,Dollars,73423.16164,405
The Rockaways,Families,2013,Dollars,73226.32678,414
Queens,Families with Children,2013,Dollars,73044.53663,36081
New York City,Families,2013,Dollars,72731.10533,3651000
The Rockaways,Families with Children,2013,Dollars,72692.23985,414
East Flatbush,Families without Children,2013,Dollars,72615.76262,317
Jamaica/St. Albans,Families,2013,Dollars,72410.15169,412
Jackson Heights,Families without Children,2013,Dollars,72189.49606,403
Fresh Meadows/Briarwood,All Households,2013,Dollars,72128.06352,408
Queens,All Households,2013,Dollars,70959.59165,36081
Riverdale,Families with Children,2013,Dollars,70784.07012,208
Throgs Neck,All Households,2013,Dollars,70282.58005,210
Bensonhurst,Families,2013,Dollars,69624.37433,311
Flushing,Families without Children,2013,Dollars,69586.76257,407
Crown Heights North,Families without Children,2013,Dollars,68566.23027,308
Flatbush/Midwood,Families without Children,2013,Dollars,68280.38093,314
Crown Heights South,Families without Children,2013,Dollars,67499.31015,309
Flushing,Families,2013,Dollars,67173.3416,407
Manhattanville,Families without Children,2013,Dollars,66722.00053,109
Williamsburg/Greenpoint,Families without Children,2013,Dollars,66627.97114,301
Brooklyn,Families,2013,Dollars,66358.42023,36047
Pelham Parkway,Families,2013,Dollars,65939.67602,211
Astoria,Families without Children,2013,Dollars,65920.87014,401
Williamsburg/Greenpoint,All Households,2013,Dollars,65719.02038,301
New York City,All Households,2013,Dollars,65473.29024,3651000
Jamaica/St. Albans,Families with Children,2013,Dollars,64881.53196,412
Bushwick,Families without Children,2013,Dollars,64700.99554,304
Jamaica/St. Albans,All Households,2013,Dollars,64502.90696,412
Flushing,Families with Children,2013,Dollars,64500.39951,407
East Flatbush,Families,2013,Dollars,64480.3399,317
Borough Park,Families without Children,2013,Dollars,64467.80265,312
Elmhurst/Corona,Families without Children,2013,Dollars,64402.60894,404
Williamsbridge,Families,2013,Dollars,64383.80306,212
Sheepshead Bay,All Households,2013,Dollars,64020.22275,315
Astoria,All Households,2013,Dollars,63889.83534,401
Bensonhurst,Families with Children,2013,Dollars,63745.65694,311
Crown Heights South,Families,2013,Dollars,63646.61265,309
Flushing,All Households,2013,Dollars,63300.58451,407
Sunset Park,Families without Children,2013,Dollars,63230.37589,307
New York City,Families with Children,2013,Dollars,63121.3018,3651000
Sunnyside/Woodside,Families with Children,2013,Dollars,62642.37878,402
Bedford Stuyvesant,Families without Children,2013,Dollars,62252.47025,303
Flatbush/Midwood,Families,2013,Dollars,62246.20163,314
Williamsburg/Greenpoint,Families,2013,Dollars,62211.09732,301
Jackson Heights,Families,2013,Dollars,61901.4272,403
East New York,Families without Children,2013,Dollars,61739.69665,305
Jackson Heights,All Households,2013,Dollars,61659.45824,403
Astoria,Families,2013,Dollars,61041.37173,401
Manhattanville,Families,2013,Dollars,60981.19291,109
Central Harlem,Families without Children,2013,Dollars,60429.55384,110
Elmhurst/Corona,Families,2013,Dollars,60124.89862,404
Brooklyn,All Households,2013,Dollars,59577.02071,36047
Elmhurst/Corona,Families with Children,2013,Dollars,59353.85763,404
Coney Island,Families with Children,2013,Dollars,59276.12667,313
Bensonhurst,All Households,2013,Dollars,59266.09686,311
Coney Island,Families,2013,Dollars,58975.23262,313
Coney Island,Families without Children,2013,Dollars,58836.06913,313
Williamsburg/Greenpoint,Families with Children,2013,Dollars,58797.20365,301
The Rockaways,All Households,2013,Dollars,58587.83154,414
Elmhurst/Corona,All Households,2013,Dollars,58284.43005,404
Washington Heights,Families without Children,2013,Dollars,58150.28145,112
Crown Heights South,All Households,2013,Dollars,58039.95364,309
Manhattanville,Families with Children,2013,Dollars,57646.28393,109
Bronx,Families without Children,2013,Dollars,57545.98592,36005
Williamsbridge,All Households,2013,Dollars,57211.24129,212
Manhattanville,All Households,2013,Dollars,57169.86835,109
Bushwick,Families,2013,Dollars,57047.00329,304
Brooklyn,Families with Children,2013,Dollars,56836.37746,36047
Sunset Park,All Households,2013,Dollars,56511.66264,307
Crown Heights North,Families,2013,Dollars,56214.52977,308
East Flatbush,Families with Children,2013,Dollars,54728.86542,317
Unionport/Soundview,Families without Children,2013,Dollars,54356.50905,209
Bushwick,All Households,2013,Dollars,54354.0016,304
Jackson Heights,Families with Children,2013,Dollars,54226.12163,403
Astoria,Families with Children,2013,Dollars,54078.18206,401
Pelham Parkway,All Households,2013,Dollars,54004.21227,211
Sunset Park,Families,2013,Dollars,53552.87121,307
East Flatbush,All Households,2013,Dollars,53491.43867,317
Flatbush/Midwood,All Households,2013,Dollars,53047.61996,314
Crown Heights South,Families with Children,2013,Dollars,53040.09761,309
East New York,Families,2013,Dollars,52721.65141,305
Washington Heights,Families,2013,Dollars,52346.78758,112
Williamsbridge,Families with Children,2013,Dollars,52030.84884,212
Central Harlem,Families,2013,Dollars,51694.85048,110
Borough Park,Families,2013,Dollars,51277.36,312
Brownsville,Families without Children,2013,Dollars,51062.97299,316
Borough Park,All Households,2013,Dollars,50864.88441,312
Flatbush/Midwood,Families with Children,2013,Dollars,50630.4378,314
Lower East Side,All Households,2013,Dollars,50315.75278,103
Pelham Parkway,Families with Children,2013,Dollars,49908.29209,211
Lower East Side,Families without Children,2013,Dollars,49559.7565,103
Crown Heights North,All Households,2013,Dollars,48937.90881,308
Bushwick,Families with Children,2013,Dollars,47919.88396,304
East Harlem,Families without Children,2013,Dollars,47666.63147,111
Washington Heights,All Households,2013,Dollars,46967.05282,112
Bronx,Families,2013,Dollars,46835.41167,36005
Bedford Stuyvesant,All Households,2013,Dollars,46632.30819,303
Bedford Stuyvesant,Families,2013,Dollars,46573.38311,303
East New York,All Households,2013,Dollars,46316.36944,305
Central Harlem,All Households,2013,Dollars,46283.77259,110
Crown Heights North,Families with Children,2013,Dollars,45781.0288,308
Lower East Side,Families,2013,Dollars,45340.97125,103
East New York,Families with Children,2013,Dollars,45300.85204,305
University Heights,Families without Children,2013,Dollars,45115.30072,205
Sunset Park,Families with Children,2013,Dollars,44725.39219,307
Unionport/Soundview,Families,2013,Dollars,44574.94516,209
Borough Park,Families with Children,2013,Dollars,44289.09582,312
Washington Heights,Families with Children,2013,Dollars,43504.26386,112
East Harlem,Families,2013,Dollars,42399.73198,111
Bedford Park,Families without Children,2013,Dollars,42375.9112,207
Bronx,All Households,2013,Dollars,41384.21458,36005
Concourse/Highbridge,Families without Children,2013,Dollars,40901.53038,204
Unionport/Soundview,All Households,2013,Dollars,40574.30811,209
Brownsville,Families,2013,Dollars,40267.14544,316
Bronx,Families with Children,2013,Dollars,39674.13342,36005
Mott Haven,Families without Children,2013,Dollars,39587.62639,201
Hunts Point,Families without Children,2013,Dollars,39587.62639,202
Morrisania,Families without Children,2013,Dollars,39494.85072,203
East Tremont,Families without Children,2013,Dollars,39494.85072,206
East Harlem,Families with Children,2013,Dollars,39232.82216,111
Bedford Stuyvesant,Families with Children,2013,Dollars,39225.29981,303
Bedford Park,Families,2013,Dollars,39143.80768,207
Central Harlem,Families with Children,2013,Dollars,38830.37638,110
Coney Island,All Households,2013,Dollars,38677.4219,313
Concourse/Highbridge,Families,2013,Dollars,38034.26088,204
Unionport/Soundview,Families with Children,2013,Dollars,37895.09739,209
Bedford Park,All Households,2013,Dollars,36444.53735,207
Bedford Park,Families with Children,2013,Dollars,36394.38834,207
Lower East Side,Families with Children,2013,Dollars,36368.06012,103
University Heights,Families,2013,Dollars,35653.43677,205
Morrisania,Families,2013,Dollars,35386.3933,203
East Tremont,Families,2013,Dollars,35386.3933,206
Brownsville,All Households,2013,Dollars,35020.30555,316
Brownsville,Families with Children,2013,Dollars,33817.9831,316
Mott Haven,Families,2013,Dollars,33809.20702,201
Hunts Point,Families,2013,Dollars,33809.20702,202
East Harlem,All Households,2013,Dollars,33776.61016,111
Concourse/Highbridge,Families with Children,2013,Dollars,33661.26744,204
Concourse/Highbridge,All Households,2013,Dollars,33082.04641,204
University Heights,All Households,2013,Dollars,30416.62667,205
Morrisania,All Households,2013,Dollars,30414.11922,203
East Tremont,All Households,2013,Dollars,30414.11922,206
Mott Haven,Families with Children,2013,Dollars,29522.72062,201
Hunts Point,Families with Children,2013,Dollars,29522.72062,202
Morrisania,Families with Children,2013,Dollars,29434.95985,203
East Tremont,Families with Children,2013,Dollars,29434.95985,206
Mott Haven,All Households,2013,Dollars,28939.7384,201
Hunts Point,All Households,2013,Dollars,28939.7384,202
University Heights,Families with Children,2013,Dollars,27128.10552,205
Upper East Side,Families with Children,2012,Dollars,266135.19434,108
Battery Park/Tribeca,Families with Children,2012,Dollars,260512.07219,101
Greenwich Village,Families with Children,2012,Dollars,260512.07219,102
Upper West Side,Families with Children,2012,Dollars,225814.69319,107
Upper East Side,Families,2012,Dollars,217176.68011,108
Upper East Side,Families without Children,2012,Dollars,202000.24184,108
Battery Park/Tribeca,Families,2012,Dollars,196762.10787,101
Greenwich Village,Families,2012,Dollars,196762.10787,102
Upper West Side,Families,2012,Dollars,193271.71829,107
Murray Hill/Stuyvesant,Families without Children,2012,Dollars,186883.71895,106
Murray Hill/Stuyvesant,Families,2012,Dollars,185389.65884,106
Battery Park/Tribeca,Families without Children,2012,Dollars,185172.94363,101
Greenwich Village,Families without Children,2012,Dollars,185172.94363,102
Chelsea/Clinton,Families with Children,2012,Dollars,185142.34855,104
Midtown Business District,Families with Children,2012,Dollars,185142.34855,105
Murray Hill/Stuyvesant,Families with Children,2012,Dollars,180925.32562,106
Upper West Side,Families without Children,2012,Dollars,168910.37975,107
Chelsea/Clinton,Families,2012,Dollars,167882.89473,104
Midtown Business District,Families,2012,Dollars,167882.89473,105
Park Slope,Families with Children,2012,Dollars,165488.82911,306
Chelsea/Clinton,Families without Children,2012,Dollars,159012.86889,104
Midtown Business District,Families without Children,2012,Dollars,159012.86889,105
Fort Greene/Brooklyn Hts,Families without Children,2012,Dollars,135548.98626,302
Park Slope,Families,2012,Dollars,134146.7114,306
Battery Park/Tribeca,All Households,2012,Dollars,131143.29363,101
Greenwich Village,All Households,2012,Dollars,131143.29363,102
Upper East Side,All Households,2012,Dollars,126619.04505,108
Tottenville,Families with Children,2012,Dollars,121769.72365,503
Park Slope,Families without Children,2012,Dollars,119937.84278,306
Rego Park/Forest Hills,Families with Children,2012,Dollars,118518.99559,406
Tottenville,Families,2012,Dollars,118417.01196,503
Murray Hill/Stuyvesant,All Households,2012,Dollars,117829.33133,106
Bayside,Families with Children,2012,Dollars,117807.65981,411
Upper West Side,All Households,2012,Dollars,117049.15659,107
Fort Greene/Brooklyn Hts,Families,2012,Dollars,115612.46226,302
South Beach,Families with Children,2012,Dollars,114493.19198,502
Tottenville,Families without Children,2012,Dollars,114335.11736,503
South Beach,Families,2012,Dollars,111129.00712,502
Park Slope,All Households,2012,Dollars,111092.03807,306
Staten Island,Families without Children,2012,Dollars,110959.45934,36085
Chelsea/Clinton,All Households,2012,Dollars,109984.24093,104
Midtown Business District,All Households,2012,Dollars,109984.24093,105
Bayside,Families,2012,Dollars,109332.82052,411
Throgs Neck,Families with Children,2012,Dollars,109154.34917,210
South Beach,Families without Children,2012,Dollars,109040.8924,502
Rego Park/Forest Hills,Families,2012,Dollars,107363.26176,406
Manhattan,Families without Children,2012,Dollars,106119.06152,36061
Staten Island,Families,2012,Dollars,105120.89679,36085
Tottenville,All Households,2012,Dollars,104612.25346,503
St. George,Families without Children,2012,Dollars,104262.95954,501
Staten Island,Families with Children,2012,Dollars,103133.49089,36085
Queens Village,Families without Children,2012,Dollars,103022.58369,413
Manhattan,Families,2012,Dollars,102997.08779,36061
Bayside,Families without Children,2012,Dollars,101950.48083,411
Throgs Neck,Families,2012,Dollars,100516.3361,210
Queens Village,Families,2012,Dollars,100146.64545,413
Fort Greene/Brooklyn Hts,Families with Children,2012,Dollars,99706.84107,302
Throgs Neck,Families without Children,2012,Dollars,99061.79464,210
Rego Park/Forest Hills,Families without Children,2012,Dollars,98076.37786,406
Fresh Meadows/Briarwood,Families without Children,2012,Dollars,98041.95839,408
Fort Greene/Brooklyn Hts,All Households,2012,Dollars,96554.27225,302
Manhattan,Families with Children,2012,Dollars,96226.64985,36061
Canarsie,Families without Children,2012,Dollars,96115.74265,318
Fresh Meadows/Briarwood,Families,2012,Dollars,95582.87821,408
Queens Village,Families with Children,2012,Dollars,95457.94827,413
Queens Village,All Households,2012,Dollars,93058.78348,413
Bayside,All Households,2012,Dollars,91916.56688,411
Fresh Meadows/Briarwood,Families with Children,2012,Dollars,91583.8453,408
Canarsie,Families,2012,Dollars,91165.71243,318
South Beach,All Households,2012,Dollars,90889.08185,502
Staten Island,All Households,2012,Dollars,90463.30021,36085
Bay Ridge,Families without Children,2012,Dollars,90098.70875,310
St. George,Families,2012,Dollars,89224.19916,501
Woodhaven,Families without Children,2012,Dollars,87513.42384,409
Riverdale,Families without Children,2012,Dollars,86726.87514,208
Manhattan,All Households,2012,Dollars,85537.4911,36061
Howard Beach,Families without Children,2012,Dollars,85457.17899,410
Bay Ridge,Families,2012,Dollars,83706.88502,310
Queens,Families without Children,2012,Dollars,83236.48554,36081
Howard Beach,Families,2012,Dollars,83120.47917,410
Ridgewood/Glendale,Families with Children,2012,Dollars,82841.299,405
Ridgewood/Glendale,Families,2012,Dollars,82075.14701,405
East Flatbush,Families without Children,2012,Dollars,81911.97321,317
Ridgewood/Glendale,Families without Children,2012,Dollars,81890.30169,405
Fresh Meadows/Briarwood,All Households,2012,Dollars,81732.22707,408
Howard Beach,Families with Children,2012,Dollars,80948.22795,410
Rego Park/Forest Hills,All Households,2012,Dollars,80533.91947,406
Canarsie,Families with Children,2012,Dollars,79121.44626,318
Bay Ridge,Families with Children,2012,Dollars,79044.95854,310
St. George,Families with Children,2012,Dollars,78830.79293,501
Canarsie,All Households,2012,Dollars,78415.20965,318
New York City,Families without Children,2012,Dollars,78394.81293,3651000
Queens,Families,2012,Dollars,77860.6737,36081
The Rockaways,Families without Children,2012,Dollars,76880.35609,414
Sheepshead Bay,Families without Children,2012,Dollars,76691.68639,315
Sheepshead Bay,Families,2012,Dollars,76598.62633,315
Sheepshead Bay,Families with Children,2012,Dollars,76467.32241,315
Howard Beach,All Households,2012,Dollars,76323.27053,410
Flushing,Families without Children,2012,Dollars,75838.84832,407
Riverdale,Families,2012,Dollars,75796.78007,208
Woodhaven,Families,2012,Dollars,75586.43884,409
Jamaica/St. Albans,Families without Children,2012,Dollars,75144.08487,412
Manhattanville,Families without Children,2012,Dollars,74761.64627,109
Sunnyside/Woodside,Families without Children,2012,Dollars,74316.74271,402
Astoria,Families without Children,2012,Dollars,72992.23036,401
Flushing,Families,2012,Dollars,72554.97557,407
The Rockaways,Families,2012,Dollars,72377.77902,414
St. George,All Households,2012,Dollars,71870.41048,501
Bensonhurst,Families without Children,2012,Dollars,71600.15388,311
Brooklyn,Families without Children,2012,Dollars,71377.0647,36047
Bensonhurst,Families,2012,Dollars,71054.54148,311
Queens,Families with Children,2012,Dollars,70979.32856,36081
Woodhaven,All Households,2012,Dollars,70937.26032,409
Williamsbridge,Families without Children,2012,Dollars,70572.66885,212
New York City,Families,2012,Dollars,70419.69341,3651000
Bensonhurst,Families with Children,2012,Dollars,70408.22026,311
Riverdale,All Households,2012,Dollars,70060.20113,208
Jamaica/St. Albans,Families,2012,Dollars,69945.46955,412
Elmhurst/Corona,Families without Children,2012,Dollars,69912.32487,404
Queens,All Households,2012,Dollars,69747.87628,36081
Astoria,Families,2012,Dollars,68485.82891,401
Flushing,Families with Children,2012,Dollars,68247.44219,407
Jackson Heights,Families without Children,2012,Dollars,68190.0764,403
Manhattanville,Families,2012,Dollars,67263.30021,109
Crown Heights North,Families without Children,2012,Dollars,67116.69874,308
East Flatbush,Families,2012,Dollars,66892.33477,317
Bay Ridge,All Households,2012,Dollars,66804.37389,310
The Rockaways,Families with Children,2012,Dollars,66778.87798,414
Flushing,All Households,2012,Dollars,66698.56588,407
Sunnyside/Woodside,Families,2012,Dollars,66252.38752,402
Coney Island,Families without Children,2012,Dollars,66210.31927,313
Astoria,All Households,2012,Dollars,66105.78605,401
Flatbush/Midwood,Families without Children,2012,Dollars,66026.74875,314
Throgs Neck,All Households,2012,Dollars,65439.0681,210
New York City,All Households,2012,Dollars,64880.70775,3651000
Ridgewood/Glendale,All Households,2012,Dollars,64846.28828,405
Riverdale,Families with Children,2012,Dollars,64810.59401,208
Williamsbridge,Families,2012,Dollars,64787.64769,212
Woodhaven,Families with Children,2012,Dollars,64771.07535,409
Jamaica/St. Albans,All Households,2012,Dollars,64660.16816,412
Unionport/Soundview,Families without Children,2012,Dollars,64559.45933,209
Pelham Parkway,Families with Children,2012,Dollars,64444.72775,211
Borough Park,Families without Children,2012,Dollars,64419.23185,312
Brooklyn,Families,2012,Dollars,64298.1263,36047
Williamsburg/Greenpoint,All Households,2012,Dollars,64119.65495,301
Bensonhurst,All Households,2012,Dollars,63763.98705,311
Pelham Parkway,Families,2012,Dollars,63734.66677,211
Sunnyside/Woodside,All Households,2012,Dollars,63543.44747,402
Flatbush/Midwood,Families,2012,Dollars,63417.24273,314
Crown Heights South,Families with Children,2012,Dollars,63315.2591,309
Astoria,Families with Children,2012,Dollars,62747.97518,401
Pelham Parkway,Families without Children,2012,Dollars,62705.90694,211
The Rockaways,All Households,2012,Dollars,62382.10892,414
East Flatbush,All Households,2012,Dollars,61980.5484,317
Crown Heights South,Families,2012,Dollars,61920.63302,309
East New York,Families without Children,2012,Dollars,61861.99244,305
Crown Heights South,Families without Children,2012,Dollars,61666.94876,309
Jamaica/St. Albans,Families with Children,2012,Dollars,61414.53928,412
New York City,Families with Children,2012,Dollars,60598.67027,3651000
Sunnyside/Woodside,Families with Children,2012,Dollars,60476.28993,402
Sheepshead Bay,All Households,2012,Dollars,60351.35999,315
Bedford Stuyvesant,Families without Children,2012,Dollars,60175.43823,303
Flatbush/Midwood,Families with Children,2012,Dollars,60133.36998,314
Williamsburg/Greenpoint,Families without Children,2012,Dollars,60042.85952,301
Coney Island,Families,2012,Dollars,59976.57016,313
Central Harlem,Families without Children,2012,Dollars,59515.09426,110
Elmhurst/Corona,Families,2012,Dollars,59444.98051,404
Manhattanville,Families with Children,2012,Dollars,58203.32987,109
Sunset Park,Families without Children,2012,Dollars,57933.07327,307
Bronx,Families without Children,2012,Dollars,57862.95952,36005
Brooklyn,All Households,2012,Dollars,57658.99228,36047
Crown Heights North,Families,2012,Dollars,57197.51636,308
Williamsbridge,Families with Children,2012,Dollars,56073.1469,212
Jackson Heights,All Households,2012,Dollars,54965.34976,403
Bedford Stuyvesant,Families,2012,Dollars,54454.15684,303
Pelham Parkway,All Households,2012,Dollars,54361.09679,211
Jackson Heights,Families,2012,Dollars,54205.57175,403
Brooklyn,Families with Children,2012,Dollars,54052.59631,36047
Coney Island,Families with Children,2012,Dollars,54050.04673,313
Washington Heights,Families without Children,2012,Dollars,54019.45163,112
Borough Park,Families,2012,Dollars,53175.53714,312
Crown Heights North,All Households,2012,Dollars,53158.9648,308
Elmhurst/Corona,All Households,2012,Dollars,53115.62176,404
Central Harlem,Families,2012,Dollars,52818.59445,110
Sunset Park,All Households,2012,Dollars,52802.02211,307
Williamsbridge,All Households,2012,Dollars,52753.57989,212
Flatbush/Midwood,All Households,2012,Dollars,52354.56895,314
East Flatbush,Families with Children,2012,Dollars,52311.22591,317
Lower East Side,All Households,2012,Dollars,52044.79369,103
Brownsville,Families without Children,2012,Dollars,51955.55802,316
Manhattanville,All Households,2012,Dollars,51515.75363,109
Bushwick,Families without Children,2012,Dollars,51392.09849,304
Sunset Park,Families,2012,Dollars,51142.2386,307
Unionport/Soundview,Families,2012,Dollars,51105.26953,209
East New York,Families,2012,Dollars,50456.39872,305
Washington Heights,Families,2012,Dollars,50062.48697,112
Crown Heights North,Families with Children,2012,Dollars,49840.67258,308
Crown Heights South,All Households,2012,Dollars,49208.37411,309
Bedford Stuyvesant,All Households,2012,Dollars,48572.25124,303
Borough Park,All Households,2012,Dollars,48206.38498,312
Elmhurst/Corona,Families with Children,2012,Dollars,48124.79808,404
Bedford Park,Families without Children,2012,Dollars,47660.77259,207
Williamsburg/Greenpoint,Families,2012,Dollars,47579.18569,301
Lower East Side,Families with Children,2012,Dollars,47381.59242,103
Central Harlem,All Households,2012,Dollars,46964.73434,110
Bronx,Families,2012,Dollars,46555.52504,36005
Central Harlem,Families with Children,2012,Dollars,46236.82621,110
Washington Heights,All Households,2012,Dollars,46227.90265,112
Bedford Stuyvesant,Families with Children,2012,Dollars,45167.27295,303
Bushwick,All Households,2012,Dollars,44652.25563,304
Bedford Park,Families,2012,Dollars,44250.69511,207
Borough Park,Families with Children,2012,Dollars,43583.97715,312
Washington Heights,Families with Children,2012,Dollars,43358.33839,112
Unionport/Soundview,All Households,2012,Dollars,43063.86067,209
Lower East Side,Families,2012,Dollars,43063.86067,103
East New York,All Households,2012,Dollars,42938.93072,305
East Harlem,Families without Children,2012,Dollars,42296.43389,111
University Heights,Families without Children,2012,Dollars,42190.62587,205
Brownsville,Families,2012,Dollars,41591.47207,316
Jackson Heights,Families with Children,2012,Dollars,41407.90154,403
Bronx,All Households,2012,Dollars,41379.85605,36005
East Harlem,Families,2012,Dollars,40295.00524,111
Sunset Park,Families with Children,2012,Dollars,40258.03617,307
East New York,Families with Children,2012,Dollars,40255.48658,305
Concourse/Highbridge,Families without Children,2012,Dollars,40250.3874,204
Bushwick,Families,2012,Dollars,40116.53389,304
Lower East Side,Families without Children,2012,Dollars,39581.11985,103
East Harlem,All Households,2012,Dollars,39539.05161,111
East Harlem,Families with Children,2012,Dollars,39319.78681,111
Bedford Park,All Households,2012,Dollars,38914.4019,207
Williamsburg/Greenpoint,Families with Children,2012,Dollars,38661.99243,301
Bronx,Families with Children,2012,Dollars,38191.59296,36005
Coney Island,All Households,2012,Dollars,38186.49377,313
Mott Haven,Families without Children,2012,Dollars,38103.63208,201
Hunts Point,Families without Children,2012,Dollars,38103.63208,202
Unionport/Soundview,Families with Children,2012,Dollars,37480.25717,209
Concourse/Highbridge,Families,2012,Dollars,37165.38273,204
Bedford Park,Families with Children,2012,Dollars,36795.69208,207
Brownsville,All Households,2012,Dollars,36154.47004,316
Morrisania,Families without Children,2012,Dollars,35518.34717,203
East Tremont,Families without Children,2012,Dollars,35518.34717,206
Bushwick,Families with Children,2012,Dollars,34409.27525,304
Concourse/Highbridge,Families with Children,2012,Dollars,34385.05413,204
Concourse/Highbridge,All Households,2012,Dollars,34362.10782,204
Brownsville,Families with Children,2012,Dollars,32716.34706,316
University Heights,Families,2012,Dollars,29732.05122,205
Morrisania,Families,2012,Dollars,29350.88742,203
East Tremont,Families,2012,Dollars,29350.88742,206
Mott Haven,Families,2012,Dollars,28781.05391,201
Hunts Point,Families,2012,Dollars,28781.05391,202
University Heights,All Households,2012,Dollars,27530.47971,205
Morrisania,Families with Children,2012,Dollars,26884.15848,203
East Tremont,Families with Children,2012,Dollars,26884.15848,206
Morrisania,All Households,2012,Dollars,26244.21123,203
East Tremont,All Households,2012,Dollars,26244.21123,206
Mott Haven,Families with Children,2012,Dollars,24535.9855,201
Hunts Point,Families with Children,2012,Dollars,24535.9855,202
Mott Haven,All Households,2012,Dollars,24376.63609,201
Hunts Point,All Households,2012,Dollars,24376.63609,202
University Heights,Families with Children,2012,Dollars,23809.35217,205
Upper East Side,Families with Children,2011,Dollars,#VALUE!,108
Murray Hill/Stuyvesant,Families with Children,2011,Dollars,290932.71527,106
Battery Park/Tribeca,Families with Children,2011,Dollars,273805.79818,101
Greenwich Village,Families with Children,2011,Dollars,273805.79818,102
Upper East Side,Families,2011,Dollars,251978.59783,108
Battery Park/Tribeca,Families,2011,Dollars,244516.11824,101
Greenwich Village,Families,2011,Dollars,244516.11824,102
Upper West Side,Families with Children,2011,Dollars,235437.91629,107
Battery Park/Tribeca,Families without Children,2011,Dollars,218409.78834,101
Greenwich Village,Families without Children,2011,Dollars,218409.78834,102
Murray Hill/Stuyvesant,Families,2011,Dollars,217688.36766,106
Upper East Side,Families without Children,2011,Dollars,214359.43363,108
Murray Hill/Stuyvesant,Families without Children,2011,Dollars,187595.37603,106
Upper West Side,Families,2011,Dollars,183776.39588,107
Chelsea/Clinton,Families without Children,2011,Dollars,162103.87853,104
Midtown Business District,Families without Children,2011,Dollars,162103.87853,105
Chelsea/Clinton,Families,2011,Dollars,161915.39925,104
Midtown Business District,Families,2011,Dollars,161915.39925,105
Park Slope,Families with Children,2011,Dollars,158612.46238,306
Battery Park/Tribeca,All Households,2011,Dollars,155808.67062,101
Greenwich Village,All Households,2011,Dollars,155808.67062,102
Chelsea/Clinton,Families with Children,2011,Dollars,155464.20849,104
Midtown Business District,Families with Children,2011,Dollars,155464.20849,105
Upper West Side,Families without Children,2011,Dollars,154333.33281,107
Park Slope,Families,2011,Dollars,144115.15618,306
Upper East Side,All Households,2011,Dollars,136767.06402,108
Tottenville,Families with Children,2011,Dollars,132191.56705,503
Murray Hill/Stuyvesant,All Households,2011,Dollars,131997.88834,106
Park Slope,Families without Children,2011,Dollars,131206.27536,306
Tottenville,Families,2011,Dollars,120183.4872,503
Upper West Side,All Households,2011,Dollars,119794.82993,107
Bayside,Families without Children,2011,Dollars,116636.17719,411
Bayside,Families,2011,Dollars,116525.68933,411
Bayside,Families with Children,2011,Dollars,114937.26396,411
Park Slope,All Households,2011,Dollars,113468.42544,306
Rego Park/Forest Hills,Families with Children,2011,Dollars,112771.70204,406
Tottenville,Families without Children,2011,Dollars,111831.90536,503
Queens Village,Families without Children,2011,Dollars,110457.95641,413
Staten Island,Families with Children,2011,Dollars,109750.83414,36085
Chelsea/Clinton,All Households,2011,Dollars,107927.13465,104
Midtown Business District,All Households,2011,Dollars,107927.13465,105
Staten Island,Families,2011,Dollars,106601.28041,36085
Tottenville,All Households,2011,Dollars,105706.97872,503
Queens Village,Families,2011,Dollars,105242.92974,413
Staten Island,Families without Children,2011,Dollars,103845.58336,36085
Rego Park/Forest Hills,Families,2011,Dollars,103494.62195,406
South Beach,Families with Children,2011,Dollars,103284.0451,502
South Beach,Families,2011,Dollars,103160.55867,502
South Beach,Families without Children,2011,Dollars,103046.17125,502
Fort Greene/Brooklyn Hts,Families with Children,2011,Dollars,102248.05899,302
Bayside,All Households,2011,Dollars,100125.39236,411
Rego Park/Forest Hills,Families without Children,2011,Dollars,99610.64895,406
Manhattan,Families without Children,2011,Dollars,99589.85123,36061
Queens Village,Families with Children,2011,Dollars,99458.56567,413
St. George,Families without Children,2011,Dollars,99331.17967,501
Throgs Neck,Families with Children,2011,Dollars,98660.45341,210
Queens Village,All Households,2011,Dollars,97961.13029,413
Manhattan,Families,2011,Dollars,97907.83615,36061
Manhattan,Families with Children,2011,Dollars,93043.7709,36061
Ridgewood/Glendale,Families without Children,2011,Dollars,92371.74478,405
South Beach,All Households,2011,Dollars,92365.24549,502
Fort Greene/Brooklyn Hts,Families,2011,Dollars,91818.00566,302
Staten Island,All Households,2011,Dollars,91741.31409,36085
Throgs Neck,Families,2011,Dollars,90321.87014,210
Canarsie,Families without Children,2011,Dollars,89609.54845,318
Bay Ridge,Families without Children,2011,Dollars,89057.10919,310
Howard Beach,Families without Children,2011,Dollars,88420.17921,410
Jamaica/St. Albans,Families without Children,2011,Dollars,88006.82466,412
Canarsie,Families,2011,Dollars,87716.95652,318
