Location,Race/Ethnicity,TimeFrame,DataFormat,Data,Fips
Williamsbridge,Hispanic or Latino,2021,Percent,0.27048,212
Throgs Neck,Hispanic or Latino,2021,Percent,0.40667,210
Pelham Parkway,Hispanic or Latino,2021,Percent,0.46733,211
Morrisania,Hispanic or Latino,2021,Percent,0.59594,203
East Tremont,Hispanic or Latino,2021,Percent,0.59594,206
Bedford Park,Hispanic or Latino,2021,Percent,0.74296,207
University Heights,Hispanic or Latino,2021,Percent,0.68813,205
Concourse/Highbridge,Hispanic or Latino,2021,Percent,0.63369,204
Unionport/Soundview,Hispanic or Latino,2021,Percent,0.58129,209
Mott Haven,Hispanic or Latino,2021,Percent,0.6926,201
Hunts Point,Hispanic or Latino,2021,Percent,0.6926,202
Washington Heights,Hispanic or Latino,2021,Percent,0.68225,112
Manhattanville,Hispanic or Latino,2021,Percent,0.37939,109
Central Harlem,Hispanic or Latino,2021,Percent,0.23328,110
East Harlem,Hispanic or Latino,2021,Percent,0.44323,111
Upper East Side,Hispanic or Latino,2021,Percent,0.09011,108
Upper West Side,Hispanic or Latino,2021,Percent,0.1415,107
Chelsea/Clinton,Hispanic or Latino,2021,Percent,0.16692,104
Midtown Business District,Hispanic or Latino,2021,Percent,0.16692,105
Murray Hill/Stuyvesant,Hispanic or Latino,2021,Percent,0.09066,106
Lower East Side,Hispanic or Latino,2021,Percent,0.23841,103
Battery Park/Tribeca,Hispanic or Latino,2021,Percent,0.08081,101
Greenwich Village,Hispanic or Latino,2021,Percent,0.08081,102
Tottenville,Hispanic or Latino,2021,Percent,0.1131,503
South Beach,Hispanic or Latino,2021,Percent,0.14346,502
St. George,Hispanic or Latino,2021,Percent,0.28477,501
Williamsburg/Greenpoint,Hispanic or Latino,2021,Percent,0.22436,301
Bushwick,Hispanic or Latino,2021,Percent,0.52217,304
Bedford Stuyvesant,Hispanic or Latino,2021,Percent,0.17846,303
Fort Greene/Brooklyn Hts,Hispanic or Latino,2021,Percent,0.14217,302
Park Slope,Hispanic or Latino,2021,Percent,0.15575,306
Crown Heights North,Hispanic or Latino,2021,Percent,0.12482,308
Brownsville,Hispanic or Latino,2021,Percent,0.22999,316
East New York,Hispanic or Latino,2021,Percent,0.37575,305
Canarsie,Hispanic or Latino,2021,Percent,0.08511,318
East Flatbush,Hispanic or Latino,2021,Percent,0.0672,317
Crown Heights South,Hispanic or Latino,2021,Percent,0.09777,309
Sunset Park,Hispanic or Latino,2021,Percent,0.37246,307
Bay Ridge,Hispanic or Latino,2021,Percent,0.17462,310
Borough Park,Hispanic or Latino,2021,Percent,0.1043,312
Flatbush/Midwood,Hispanic or Latino,2021,Percent,0.14159,314
Sheepshead Bay,Hispanic or Latino,2021,Percent,0.09064,315
Bensonhurst,Hispanic or Latino,2021,Percent,0.15976,311
Coney Island,Hispanic or Latino,2021,Percent,0.16646,313
Astoria,Hispanic or Latino,2021,Percent,0.25766,401
Jackson Heights,Hispanic or Latino,2021,Percent,0.63464,403
Flushing,Hispanic or Latino,2021,Percent,0.17862,407
Bayside,Hispanic or Latino,2021,Percent,0.13912,411
Queens Village,Hispanic or Latino,2021,Percent,0.1337,413
Fresh Meadows/Briarwood,Hispanic or Latino,2021,Percent,0.19693,408
Elmhurst/Corona,Hispanic or Latino,2021,Percent,0.53993,404
Rego Park/Forest Hills,Hispanic or Latino,2021,Percent,0.16091,406
Sunnyside/Woodside,Hispanic or Latino,2021,Percent,0.30077,402
Ridgewood/Glendale,Hispanic or Latino,2021,Percent,0.38572,405
Woodhaven,Hispanic or Latino,2021,Percent,0.41556,409
Jamaica/St. Albans,Hispanic or Latino,2021,Percent,0.16123,412
Howard Beach,Hispanic or Latino,2021,Percent,0.25761,410
The Rockaways,Hispanic or Latino,2021,Percent,0.23287,414
Bronx,Hispanic or Latino,2021,Percent,0.56148,36005
Brooklyn,Hispanic or Latino,2021,Percent,0.18785,36047
Manhattan,Hispanic or Latino,2021,Percent,0.25646,36061
Queens,Hispanic or Latino,2021,Percent,0.27917,36081
Staten Island,Hispanic or Latino,2021,Percent,0.18442,36085
New York City,Hispanic or Latino,2021,Percent,0.28858,3651000
Riverdale,White,2021,Percent,0.3108,208
Williamsbridge,White,2021,Percent,0.06195,212
Throgs Neck,White,2021,Percent,0.24929,210
Pelham Parkway,White,2021,Percent,0.20008,211
Morrisania,White,2021,Percent,0.03648,203
East Tremont,White,2021,Percent,0.03648,206
Bedford Park,White,2021,Percent,0.05354,207
University Heights,White,2021,Percent,0.01641,205
Concourse/Highbridge,White,2021,Percent,0.02961,204
Unionport/Soundview,White,2021,Percent,0.02691,209
Mott Haven,White,2021,Percent,0.02945,201
Hunts Point,White,2021,Percent,0.02945,202
Washington Heights,White,2021,Percent,0.19094,112
Manhattanville,White,2021,Percent,0.27913,109
Central Harlem,White,2021,Percent,0.15961,110
East Harlem,White,2021,Percent,0.14106,111
Upper East Side,White,2021,Percent,0.7461,108
Upper West Side,White,2021,Percent,0.67269,107
Chelsea/Clinton,White,2021,Percent,0.57823,104
Midtown Business District,White,2021,Percent,0.57823,105
Murray Hill/Stuyvesant,White,2021,Percent,0.67439,106
Lower East Side,White,2021,Percent,0.34929,103
Battery Park/Tribeca,White,2021,Percent,0.6885,101
Greenwich Village,White,2021,Percent,0.6885,102
Tottenville,White,2021,Percent,0.80715,503
South Beach,White,2021,Percent,0.61861,502
St. George,White,2021,Percent,0.37893,501
Williamsburg/Greenpoint,White,2021,Percent,0.62854,301
Bushwick,White,2021,Percent,0.22536,304
Bedford Stuyvesant,White,2021,Percent,0.30132,303
Fort Greene/Brooklyn Hts,White,2021,Percent,0.4832,302
Park Slope,White,2021,Percent,0.63434,306
Crown Heights North,White,2021,Percent,0.27229,308
Brownsville,White,2021,Percent,0.03913,316
East New York,White,2021,Percent,0.04011,305
Canarsie,White,2021,Percent,0.21208,318
East Flatbush,White,2021,Percent,0.03484,317
Crown Heights South,White,2021,Percent,0.24521,309
Sunset Park,White,2021,Percent,0.25064,307
Bay Ridge,White,2021,Percent,0.53039,310
Borough Park,White,2021,Percent,0.70152,312
Flatbush/Midwood,White,2021,Percent,0.40489,314
Sheepshead Bay,White,2021,Percent,0.6502,315
Bensonhurst,White,2021,Percent,0.39578,311
Coney Island,White,2021,Percent,0.55083,313
Astoria,White,2021,Percent,0.49659,401
Jackson Heights,White,2021,Percent,0.10815,403
Flushing,White,2021,Percent,0.25305,407
Bayside,White,2021,Percent,0.36968,411
Queens Village,White,2021,Percent,0.09394,413
Fresh Meadows/Briarwood,White,2021,Percent,0.29478,408
Elmhurst/Corona,White,2021,Percent,0.06195,404
Rego Park/Forest Hills,White,2021,Percent,0.457,406
Sunnyside/Woodside,White,2021,Percent,0.27774,402
Ridgewood/Glendale,White,2021,Percent,0.4861,405
Woodhaven,White,2021,Percent,0.17557,409
Jamaica/St. Albans,White,2021,Percent,0.02242,412
Howard Beach,White,2021,Percent,0.20184,410
The Rockaways,White,2021,Percent,0.34716,414
Bronx,White,2021,Percent,0.0898,36005
Brooklyn,White,2021,Percent,0.36733,36047
Manhattan,White,2021,Percent,0.46724,36061
Queens,White,2021,Percent,0.24577,36081
Staten Island,White,2021,Percent,0.59639,36085
New York City,White,2021,Percent,0.31941,3651000
Riverdale,Combination or Another Race,2021,Percent,0.03112,208
Williamsbridge,Combination or Another Race,2021,Percent,0.04637,212
Throgs Neck,Combination or Another Race,2021,Percent,0.02912,210
Pelham Parkway,Combination or Another Race,2021,Percent,0.03139,211
Morrisania,Combination or Another Race,2021,Percent,0.01976,203
East Tremont,Combination or Another Race,2021,Percent,0.01976,206
Bedford Park,Combination or Another Race,2021,Percent,0.02005,207
University Heights,Combination or Another Race,2021,Percent,0.02481,205
Concourse/Highbridge,Combination or Another Race,2021,Percent,0.02064,204
Unionport/Soundview,Combination or Another Race,2021,Percent,0.03481,209
Mott Haven,Combination or Another Race,2021,Percent,0.01198,201
Hunts Point,Combination or Another Race,2021,Percent,0.01198,202
Washington Heights,Combination or Another Race,2021,Percent,0.02571,112
Manhattanville,Combination or Another Race,2021,Percent,0.03812,109
Central Harlem,Combination or Another Race,2021,Percent,0.03937,110
East Harlem,Combination or Another Race,2021,Percent,0.03169,111
Upper East Side,Combination or Another Race,2021,Percent,0.03009,108
Upper West Side,Combination or Another Race,2021,Percent,0.04286,107
Chelsea/Clinton,Combination or Another Race,2021,Percent,0.04149,104
Midtown Business District,Combination or Another Race,2021,Percent,0.04149,105
Murray Hill/Stuyvesant,Combination or Another Race,2021,Percent,0.03986,106
Lower East Side,Combination or Another Race,2021,Percent,0.03724,103
Battery Park/Tribeca,Combination or Another Race,2021,Percent,0.04109,101
Greenwich Village,Combination or Another Race,2021,Percent,0.04109,102
Tottenville,Combination or Another Race,2021,Percent,0.01861,503
South Beach,Combination or Another Race,2021,Percent,0.02469,502
St. George,Combination or Another Race,2021,Percent,0.0303,501
Williamsburg/Greenpoint,Combination or Another Race,2021,Percent,0.04241,301
Bushwick,Combination or Another Race,2021,Percent,0.0365,304
Bedford Stuyvesant,Combination or Another Race,2021,Percent,0.03926,303
Fort Greene/Brooklyn Hts,Combination or Another Race,2021,Percent,0.05963,302
Park Slope,Combination or Another Race,2021,Percent,0.05578,306
Crown Heights North,Combination or Another Race,2021,Percent,0.05115,308
Brownsville,Combination or Another Race,2021,Percent,0.0361,316
East New York,Combination or Another Race,2021,Percent,0.03411,305
Canarsie,Combination or Another Race,2021,Percent,0.04292,318
East Flatbush,Combination or Another Race,2021,Percent,0.05232,317
Crown Heights South,Combination or Another Race,2021,Percent,0.04021,309
Sunset Park,Combination or Another Race,2021,Percent,0.02887,307
Bay Ridge,Combination or Another Race,2021,Percent,0.02533,310
Borough Park,Combination or Another Race,2021,Percent,0.02981,312
Flatbush/Midwood,Combination or Another Race,2021,Percent,0.04093,314
Sheepshead Bay,Combination or Another Race,2021,Percent,0.03655,315
Bensonhurst,Combination or Another Race,2021,Percent,0.03792,311
Coney Island,Combination or Another Race,2021,Percent,0.04354,313
Astoria,Combination or Another Race,2021,Percent,0.04504,401
Jackson Heights,Combination or Another Race,2021,Percent,0.02179,403
Flushing,Combination or Another Race,2021,Percent,0.0199,407
Bayside,Combination or Another Race,2021,Percent,0.02643,411
Queens Village,Combination or Another Race,2021,Percent,0.06282,413
Fresh Meadows/Briarwood,Combination or Another Race,2021,Percent,0.05204,408
Elmhurst/Corona,Combination or Another Race,2021,Percent,0.02163,404
Rego Park/Forest Hills,Combination or Another Race,2021,Percent,0.04967,406
Sunnyside/Woodside,Combination or Another Race,2021,Percent,0.03225,402
Ridgewood/Glendale,Combination or Another Race,2021,Percent,0.02316,405
Woodhaven,Combination or Another Race,2021,Percent,0.08312,409
Jamaica/St. Albans,Combination or Another Race,2021,Percent,0.08986,412
Howard Beach,Combination or Another Race,2021,Percent,0.14602,410
The Rockaways,Combination or Another Race,2021,Percent,0.03671,414
Bronx,Combination or Another Race,2021,Percent,0.02694,36005
Brooklyn,Combination or Another Race,2021,Percent,0.04059,36047
Manhattan,Combination or Another Race,2021,Percent,0.03633,36061
Queens,Combination or Another Race,2021,Percent,0.05076,36081
Staten Island,Combination or Another Race,2021,Percent,0.02463,36085
New York City,Combination or Another Race,2021,Percent,0.03937,3651000
Riverdale,Native American,2021,Percent,0.00173,208
Williamsbridge,Native American,2021,Percent,0.00312,212
Throgs Neck,Native American,2021,Percent,0.00053,210
Pelham Parkway,Native American,2021,Percent,0.00147,211
Morrisania,Native American,2021,Percent,0.00138,203
East Tremont,Native American,2021,Percent,0.00468,206
Bedford Park,Native American,2021,Percent,0.00153,207
University Heights,Native American,2021,Percent,0.00198,205
Concourse/Highbridge,Native American,2021,Percent,0.00351,204
Unionport/Soundview,Native American,2021,Percent,0.00171,209
Mott Haven,Native American,2021,Percent,0.00186,201
Hunts Point,Native American,2021,Percent,0.00238,202
Washington Heights,Native American,2021,Percent,0.0009,112
Manhattanville,Native American,2021,Percent,0.00064,109
Central Harlem,Native American,2021,Percent,0.00061,110
East Harlem,Native American,2021,Percent,4E-05,111
Upper East Side,Native American,2021,Percent,0.00081,108
Upper West Side,Native American,2021,Percent,0.0002,107
Chelsea/Clinton,Native American,2021,Percent,0.00318,104
Midtown Business District,Native American,2021,Percent,0.00036,105
Murray Hill/Stuyvesant,Native American,2021,Percent,0.00118,106
Lower East Side,Native American,2021,Percent,0.00195,103
Battery Park/Tribeca,Native American,2021,Percent,0.00106,101
Greenwich Village,Native American,2021,Percent,0.00053,102
Tottenville,Native American,2021,Percent,0.00141,503
South Beach,Native American,2021,Percent,0.00079,502
St. George,Native American,2021,Percent,0.00215,501
Williamsburg/Greenpoint,Native American,2021,Percent,0.00084,301
Bushwick,Native American,2021,Percent,0.00111,304
Bedford Stuyvesant,Native American,2021,Percent,0.00155,303
Fort Greene/Brooklyn Hts,Native American,2021,Percent,0.00055,302
Park Slope,Native American,2021,Percent,0.00163,306
Crown Heights North,Native American,2021,Percent,0.00208,308
Brownsville,Native American,2021,Percent,0.00015,316
East New York,Native American,2021,Percent,0.00165,305
Canarsie,Native American,2021,Percent,0.00145,318
East Flatbush,Native American,2021,Percent,0.00041,317
Crown Heights South,Native American,2021,Percent,5E-05,309
Sunset Park,Native American,2021,Percent,0.00099,307
Bay Ridge,Native American,2021,Percent,0.00317,310
Borough Park,Native American,2021,Percent,0.00137,312
Flatbush/Midwood,Native American,2021,Percent,0.00215,314
Sheepshead Bay,Native American,2021,Percent,0.00066,315
Bensonhurst,Native American,2021,Percent,0.00234,311
Coney Island,Native American,2021,Percent,0.00374,313
Astoria,Native American,2021,Percent,0.0037,401
Jackson Heights,Native American,2021,Percent,0.00198,403
Flushing,Native American,2021,Percent,0.00263,407
Bayside,Native American,2021,Percent,7E-05,411
Queens Village,Native American,2021,Percent,0.00053,413
Fresh Meadows/Briarwood,Native American,2021,Percent,0.00055,408
Elmhurst/Corona,Native American,2021,Percent,0.00405,404
Rego Park/Forest Hills,Native American,2021,Percent,0.00641,406
Sunnyside/Woodside,Native American,2021,Percent,0.0063,402
Ridgewood/Glendale,Native American,2021,Percent,0.00029,405
Woodhaven,Native American,2021,Percent,0.00221,409
Jamaica/St. Albans,Native American,2021,Percent,0.00124,412
Howard Beach,Native American,2021,Percent,0.00108,410
The Rockaways,Native American,2021,Percent,0.00268,414
Bronx,Native American,2021,Percent,0.00136,36005
Brooklyn,Native American,2021,Percent,0.00178,36047
Manhattan,Native American,2021,Percent,0,36061
Queens,Native American,2021,Percent,0,36081
Staten Island,Native American,2021,Percent,0,36085
New York City,Native American,2021,Percent,0,3651000
Riverdale,Asian and Pacific Islander,2016,Number,5776,208
Williamsbridge,Asian and Pacific Islander,2016,Number,3954,212
Throgs Neck,Asian and Pacific Islander,2016,Number,3626,210
Pelham Parkway,Asian and Pacific Islander,2016,Number,9794,211
Morrisania,Asian and Pacific Islander,2016,Number,683.96783,203
East Tremont,Asian and Pacific Islander,2016,Number,714.03217,206
Bedford Park,Asian and Pacific Islander,2016,Number,8050,207
University Heights,Asian and Pacific Islander,2016,Number,2031,205
Concourse/Highbridge,Asian and Pacific Islander,2016,Number,2416,204
Unionport/Soundview,Asian and Pacific Islander,2016,Number,13370,209
Mott Haven,Asian and Pacific Islander,2016,Number,931.88265,201
Hunts Point,Asian and Pacific Islander,2016,Number,532.11735,202
Washington Heights,Asian and Pacific Islander,2016,Number,5992,112
Manhattanville,Asian and Pacific Islander,2016,Number,10873,109
Central Harlem,Asian and Pacific Islander,2016,Number,4447,110
East Harlem,Asian and Pacific Islander,2016,Number,9360,111
Upper East Side,Asian and Pacific Islander,2016,Number,20872,108
Upper West Side,Asian and Pacific Islander,2016,Number,17743,107
Chelsea/Clinton,Asian and Pacific Islander,2016,Number,16119.41037,104
Midtown Business District,Asian and Pacific Islander,2016,Number,8067.58964,105
Murray Hill/Stuyvesant,Asian and Pacific Islander,2016,Number,23177,106
Lower East Side,Asian and Pacific Islander,2016,Number,49970,103
Battery Park/Tribeca,Asian and Pacific Islander,2016,Number,9987.46254,101
Greenwich Village,Asian and Pacific Islander,2016,Number,14743.53747,102
Tottenville,Asian and Pacific Islander,2016,Number,7733,503
South Beach,Asian and Pacific Islander,2016,Number,17079,502
St. George,Asian and Pacific Islander,2016,Number,12964,501
Williamsburg/Greenpoint,Asian and Pacific Islander,2016,Number,11508,301
Bushwick,Asian and Pacific Islander,2016,Number,6555,304
Bedford Stuyvesant,Asian and Pacific Islander,2016,Number,4553,303
Fort Greene/Brooklyn Hts,Asian and Pacific Islander,2016,Number,12476,302
Park Slope,Asian and Pacific Islander,2016,Number,7438,306
Crown Heights North,Asian and Pacific Islander,2016,Number,4757,308
Brownsville,Asian and Pacific Islander,2016,Number,1803,316
East New York,Asian and Pacific Islander,2016,Number,7032,305
Canarsie,Asian and Pacific Islander,2016,Number,9108,318
East Flatbush,Asian and Pacific Islander,2016,Number,1954,317
Crown Heights South,Asian and Pacific Islander,2016,Number,2130,309
Sunset Park,Asian and Pacific Islander,2016,Number,48996,307
Bay Ridge,Asian and Pacific Islander,2016,Number,30012,310
Borough Park,Asian and Pacific Islander,2016,Number,23112,312
Flatbush/Midwood,Asian and Pacific Islander,2016,Number,17086,314
Sheepshead Bay,Asian and Pacific Islander,2016,Number,24327,315
Bensonhurst,Asian and Pacific Islander,2016,Number,73994,311
Coney Island,Asian and Pacific Islander,2016,Number,15924,313
Astoria,Asian and Pacific Islander,2016,Number,27537,401
Jackson Heights,Asian and Pacific Islander,2016,Number,30673,403
Flushing,Asian and Pacific Islander,2016,Number,130525,407
Bayside,Asian and Pacific Islander,2016,Number,51275,411
Queens Village,Asian and Pacific Islander,2016,Number,30277,413
Fresh Meadows/Briarwood,Asian and Pacific Islander,2016,Number,55100,408
Elmhurst/Corona,Asian and Pacific Islander,2016,Number,47181,404
Rego Park/Forest Hills,Asian and Pacific Islander,2016,Number,31200,406
Sunnyside/Woodside,Asian and Pacific Islander,2016,Number,48948,402
Ridgewood/Glendale,Asian and Pacific Islander,2016,Number,14602,405
Woodhaven,Asian and Pacific Islander,2016,Number,40816,409
Jamaica/St. Albans,Asian and Pacific Islander,2016,Number,27936,412
Howard Beach,Asian and Pacific Islander,2016,Number,28913,410
The Rockaways,Asian and Pacific Islander,2016,Number,4760,414
Bronx,Asian and Pacific Islander,2016,Number,51879,36005
Brooklyn,Asian and Pacific Islander,2016,Number,302765,36047
Manhattan,Asian and Pacific Islander,2016,Number,191352,36061
Queens,Asian and Pacific Islander,2016,Number,569743,36081
Staten Island,Asian and Pacific Islander,2016,Number,37776,36085
New York City,Asian and Pacific Islander,2016,Number,1153515,3651000
Riverdale,Black,2016,Number,13637,208
Williamsbridge,Black,2016,Number,94567,212
Throgs Neck,Black,2016,Number,34898,210
Pelham Parkway,Black,2016,Number,27881,211
Morrisania,Black,2016,Number,25281.369,203
East Tremont,Black,2016,Number,26392.631,206
Bedford Park,Black,2016,Number,19973,207
University Heights,Black,2016,Number,37476,205
Concourse/Highbridge,Black,2016,Number,43484,204
Unionport/Soundview,Black,2016,Number,54656,209
Mott Haven,Black,2016,Number,28922.73492,201
Hunts Point,Black,2016,Number,16515.26508,202
Washington Heights,Black,2016,Number,17104,112
Manhattanville,Black,2016,Number,27924,109
Central Harlem,Black,2016,Number,77583,110
East Harlem,Black,2016,Number,36462,111
Upper East Side,Black,2016,Number,6293,108
Upper West Side,Black,2016,Number,11710,107
Chelsea/Clinton,Black,2016,Number,5389.57587,104
Midtown Business District,Black,2016,Number,2697.42413,105
Murray Hill/Stuyvesant,Black,2016,Number,4739,106
Lower East Side,Black,2016,Number,12644,103
Battery Park/Tribeca,Black,2016,Number,1398.10745,101
Greenwich Village,Black,2016,Number,2063.89255,102
Tottenville,Black,2016,Number,1419,503
South Beach,Black,2016,Number,5062,502
St. George,Black,2016,Number,38089,501
Williamsburg/Greenpoint,Black,2016,Number,6680,301
Bushwick,Black,2016,Number,24825,304
Bedford Stuyvesant,Black,2016,Number,75601,303
Fort Greene/Brooklyn Hts,Black,2016,Number,35424,302
Park Slope,Black,2016,Number,7892,306
Crown Heights North,Black,2016,Number,75708,308
Brownsville,Black,2016,Number,91729,316
East New York,Black,2016,Number,81310,305
Canarsie,Black,2016,Number,131590,318
East Flatbush,Black,2016,Number,121050,317
Crown Heights South,Black,2016,Number,73859,309
Sunset Park,Black,2016,Number,3917,307
Bay Ridge,Black,2016,Number,1879,310
Borough Park,Black,2016,Number,3857,312
Flatbush/Midwood,Black,2016,Number,51881,314
Sheepshead Bay,Black,2016,Number,5715,315
Bensonhurst,Black,2016,Number,1736,311
Coney Island,Black,2016,Number,11663,313
Astoria,Black,2016,Number,10919,401
Jackson Heights,Black,2016,Number,8636,403
Flushing,Black,2016,Number,5359,407
Bayside,Black,2016,Number,2119,411
Queens Village,Black,2016,Number,112651,413
Fresh Meadows/Briarwood,Black,2016,Number,18567,408
Elmhurst/Corona,Black,2016,Number,11238,404
Rego Park/Forest Hills,Black,2016,Number,3353,406
Sunnyside/Woodside,Black,2016,Number,1835,402
Ridgewood/Glendale,Black,2016,Number,2561,405
Woodhaven,Black,2016,Number,9048,409
Jamaica/St. Albans,Black,2016,Number,148824,412
Howard Beach,Black,2016,Number,20739,410
The Rockaways,Black,2016,Number,42956,414
Bronx,Black,2016,Number,423684,36005
Brooklyn,Black,2016,Number,806316,36047
Manhattan,Black,2016,Number,206008,36061
Queens,Black,2016,Number,398786,36081
Staten Island,Black,2016,Number,44570,36085
New York City,Black,2016,Number,1879364,3651000
Riverdale,Hispanic or Latino,2016,Number,52429,208
Williamsbridge,Hispanic or Latino,2016,Number,32632,212
Throgs Neck,Hispanic or Latino,2016,Number,45410,210
Pelham Parkway,Hispanic or Latino,2016,Number,60811,211
Morrisania,Hispanic or Latino,2016,Number,53388.63085,203
East Tremont,Hispanic or Latino,2016,Number,55735.36915,206
Bedford Park,Hispanic or Latino,2016,Number,90513,207
University Heights,Hispanic or Latino,2016,Number,94245,205
Concourse/Highbridge,Hispanic or Latino,2016,Number,90347,204
Unionport/Soundview,Hispanic or Latino,2016,Number,110690,209
Mott Haven,Hispanic or Latino,2016,Number,70013.41299,201
Hunts Point,Hispanic or Latino,2016,Number,39978.58701,202
Washington Heights,Hispanic or Latino,2016,Number,153384,112
Manhattanville,Hispanic or Latino,2016,Number,49237,109
Central Harlem,Hispanic or Latino,2016,Number,32104,110
East Harlem,Hispanic or Latino,2016,Number,55429,111
Upper East Side,Hispanic or Latino,2016,Number,19945,108
Upper West Side,Hispanic or Latino,2016,Number,27978,107
Chelsea/Clinton,Hispanic or Latino,2016,Number,14483.94367,104
Midtown Business District,Hispanic or Latino,2016,Number,7249.05633,105
Murray Hill/Stuyvesant,Hispanic or Latino,2016,Number,12804,106
Lower East Side,Hispanic or Latino,2016,Number,40081,103
Battery Park/Tribeca,Hispanic or Latino,2016,Number,4374.03286,101
Greenwich Village,Hispanic or Latino,2016,Number,6456.96714,102
Tottenville,Hispanic or Latino,2016,Number,16089,503
South Beach,Hispanic or Latino,2016,Number,18445,502
St. George,Hispanic or Latino,2016,Number,50585,501
Williamsburg/Greenpoint,Hispanic or Latino,2016,Number,36751,301
Bushwick,Hispanic or Latino,2016,Number,82199,304
Bedford Stuyvesant,Hispanic or Latino,2016,Number,26796,303
Fort Greene/Brooklyn Hts,Hispanic or Latino,2016,Number,21464,302
Park Slope,Hispanic or Latino,2016,Number,20353,306
Crown Heights North,Hispanic or Latino,2016,Number,15530,308
Brownsville,Hispanic or Latino,2016,Number,26054,316
East New York,Hispanic or Latino,2016,Number,57800,305
Canarsie,Hispanic or Latino,2016,Number,16784,318
East Flatbush,Hispanic or Latino,2016,Number,10253,317
Crown Heights South,Hispanic or Latino,2016,Number,10728,309
Sunset Park,Hispanic or Latino,2016,Number,62276,307
Bay Ridge,Hispanic or Latino,2016,Number,19282,310
Borough Park,Hispanic or Latino,2016,Number,18033,312
Flatbush/Midwood,Hispanic or Latino,2016,Number,24468,314
Sheepshead Bay,Hispanic or Latino,2016,Number,13734,315
Bensonhurst,Hispanic or Latino,2016,Number,27162,311
Coney Island,Hispanic or Latino,2016,Number,16435,313
Astoria,Hispanic or Latino,2016,Number,46873,401
Jackson Heights,Hispanic or Latino,2016,Number,120471,403
Flushing,Hispanic or Latino,2016,Number,43952,407
Bayside,Hispanic or Latino,2016,Number,14112,411
Queens Village,Hispanic or Latino,2016,Number,23512,413
Fresh Meadows/Briarwood,Hispanic or Latino,2016,Number,30298,408
Elmhurst/Corona,Hispanic or Latino,2016,Number,72175,404
Rego Park/Forest Hills,Hispanic or Latino,2016,Number,18023,406
Sunnyside/Woodside,Hispanic or Latino,2016,Number,46126,402
Ridgewood/Glendale,Hispanic or Latino,2016,Number,62332,405
Woodhaven,Hispanic or Latino,2016,Number,64755,409
Jamaica/St. Albans,Hispanic or Latino,2016,Number,40557,412
Howard Beach,Hispanic or Latino,2016,Number,35227,410
The Rockaways,Hispanic or Latino,2016,Number,28592,414
Bronx,Hispanic or Latino,2016,Number,796193,36005
Brooklyn,Hispanic or Latino,2016,Number,506102,36047
Manhattan,Hispanic or Latino,2016,Number,423526,36061
Queens,Hispanic or Latino,2016,Number,647005,36081
Staten Island,Hispanic or Latino,2016,Number,85119,36085
New York City,Hispanic or Latino,2016,Number,2457945,3651000
Riverdale,White,2016,Number,35582,208
Williamsbridge,White,2016,Number,9947,212
Throgs Neck,White,2016,Number,35837,210
Pelham Parkway,White,2016,Number,28250,211
Morrisania,White,2016,Number,3774.05427,203
East Tremont,White,2016,Number,3939.94573,206
Bedford Park,White,2016,Number,8623,207
University Heights,White,2016,Number,1734,205
Concourse/Highbridge,White,2016,Number,2383,204
Unionport/Soundview,White,2016,Number,5264,209
Mott Haven,White,2016,Number,1633.9773,201
Hunts Point,White,2016,Number,933.0227,202
Washington Heights,White,2016,Number,38922,112
Manhattanville,White,2016,Number,37094,109
Central Harlem,White,2016,Number,17744,110
East Harlem,White,2016,Number,18570,111
Upper East Side,White,2016,Number,168702,108
Upper West Side,White,2016,Number,131162,107
Chelsea/Clinton,White,2016,Number,60642.89192,104
Midtown Business District,White,2016,Number,30351.10808,105
Murray Hill/Stuyvesant,White,2016,Number,101877,106
Lower East Side,White,2016,Number,53181,103
Battery Park/Tribeca,White,2016,Number,44968.82165,101
Greenwich Village,White,2016,Number,66383.17835,102
Tottenville,White,2016,Number,138438,503
South Beach,White,2016,Number,92469,502
St. George,White,2016,Number,65431,501
Williamsburg/Greenpoint,White,2016,Number,99153,301
Bushwick,White,2016,Number,20135,304
Bedford Stuyvesant,White,2016,Number,32919,303
Fort Greene/Brooklyn Hts,White,2016,Number,60654,302
Park Slope,White,2016,Number,75216,306
Crown Heights North,White,2016,Number,27219,308
Brownsville,White,2016,Number,2610,316
East New York,White,2016,Number,5934,305
Canarsie,White,2016,Number,47974,318
East Flatbush,White,2016,Number,3104,317
Crown Heights South,White,2016,Number,22001,309
Sunset Park,White,2016,Number,33714,307
Bay Ridge,White,2016,Number,71612,310
Borough Park,White,2016,Number,116491,312
Flatbush/Midwood,White,2016,Number,64240,314
Sheepshead Bay,White,2016,Number,104365,315
Bensonhurst,White,2016,Number,83496,311
Coney Island,White,2016,Number,63148,313
Astoria,White,2016,Number,82441,401
Jackson Heights,White,2016,Number,18132,403
Flushing,White,2016,Number,63938,407
Bayside,White,2016,Number,49537,411
Queens Village,White,2016,Number,23472,413
Fresh Meadows/Briarwood,White,2016,Number,51443,408
Elmhurst/Corona,White,2016,Number,8996,404
Rego Park/Forest Hills,White,2016,Number,58637,406
Sunnyside/Woodside,White,2016,Number,39077,402
Ridgewood/Glendale,White,2016,Number,92572,405
Woodhaven,White,2016,Number,27757,409
Jamaica/St. Albans,White,2016,Number,4004,412
Howard Beach,White,2016,Number,29609,410
